Gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
TLR3	10.0	15.0	0.0	110.0	88.0	116.0
TLR4	276.0	777.0	806.0	1104.0	1248.0	1263.0
TLR6	108.0	2.0	5.0	8.0	4.0	3.0
TM2D1	611.0	1904.0	1538.0	738.0	742.0	790.0
TM2D2	584.0	1989.0	1363.0	1616.0	1502.0	1479.0
TM2D3	401.0	1196.0	864.0	1447.0	1260.0	1222.0
TM4SF1	3222.0	8864.0	7285.0	3986.0	4538.0	5051.0
TM7SF2	44.0	101.0	44.0	276.0	33.0	43.0
TM7SF3	2804.0	7604.0	2521.0	5256.0	5454.0	3804.0
TM9SF1_KZ208920.1_490127_496665	412.0	1510.0	1301.0	930.0	522.0	560.0
TM9SF1_chr14_24189149_24195687	412.0	1510.0	1301.0	930.0	522.0	551.0
TM9SF2	5677.0	16624.0	11074.0	10877.0	9919.0	9900.0
TM9SF3	6164.0	17281.0	12484.0	8328.0	7575.0	7931.0
TM9SF4	4646.0	12411.0	8678.0	7367.0	5082.0	6395.0
TMA16	1464.0	3723.0	2010.0	1445.0	2063.0	2241.0
TMA7	3095.0	8116.0	5851.0	4435.0	4343.0	4752.0
TMBIM1	1695.0	5271.0	3246.0	4357.0	4073.0	4537.0
TMBIM6	35787.0	106554.0	71642.0	56383.0	54972.0	60341.0
TMC4_GL949746.1_134958_148022	2.0	5.0	8.0	5.0	9.0	5.0
TMC4_GL949752.1_134959_148028	1.0	3.0	3.0	2.0	5.0	2.0
TMC4_KI270938.1_134959_148058	1.0	2.0	4.0	5.0	5.0	8.0
TMC5	68.0	239.0	21.0	75.0	318.0	58.0
TMC6	410.0	865.0	1044.0	484.0	549.0	388.0
TMC7	1722.0	3156.0	2668.0	1947.0	1739.0	1624.0
TMCC1	596.0	2242.0	1998.0	1325.0	2131.0	2138.0
TMCC1-AS1	80.0	316.0	258.0	0.0	0.0	62.0
TMCC3	782.0	1914.0	1443.0	1056.0	1003.0	1044.0
TMCO1	3083.0	9075.0	6740.0	1687.0	2057.0	1709.0
TMCO3	3585.0	9192.0	6279.0	4437.0	3259.0	3764.0
TMCO4	492.0	1582.0	1070.0	931.0	865.0	730.0
TMCO6	295.0	842.0	684.0	657.0	674.0	526.0
TMED10	9441.0	27934.0	20658.0	8983.0	9574.0	9245.0
TMED2	7015.0	20488.0	15863.0	7921.0	7826.0	8332.0
TMED3	2205.0	5804.0	4420.0	3751.0	3415.0	3088.0
TMED4	586.0	3011.0	1958.0	1195.0	1880.0	1501.0
TMED5	5301.0	13108.0	11272.0	7445.0	8195.0	8030.0
TMED7-TICAM2	83.0	63.0	9.0	7.0	16.0	14.0
TMED8	1517.0	3600.0	2854.0	1312.0	1118.0	1274.0
TMED9	5369.0	16846.0	12767.0	11167.0	10003.0	10147.0
TMEFF2	20.0	43.0	34.0	58.0	47.0	115.0
TMEM101	1558.0	4105.0	3146.0	3029.0	2361.0	2561.0
TMEM102_KV575245.1_55892_58136	74.0	156.0	126.0	332.0	254.0	319.0
TMEM102_chr17_7435435_7437679	74.0	156.0	126.0	332.0	254.0	319.0
TMEM104	932.0	2721.0	1933.0	2431.0	1729.0	1607.0
TMEM106B	1050.0	3309.0	2715.0	1558.0	938.0	1385.0
TMEM106C	1522.0	4368.0	2982.0	2608.0	3026.0	2851.0
TMEM107	44.0	188.0	52.0	84.0	90.0	126.0
TMEM109	2721.0	6691.0	4530.0	4460.0	4179.0	3999.0
TMEM11	663.0	1842.0	1286.0	1601.0	1372.0	1321.0
TMEM115	1928.0	4975.0	3625.0	2455.0	2185.0	2101.0
TMEM116	114.0	361.0	221.0	193.0	243.0	166.0
TMEM117	130.0	396.0	330.0	1.0	227.0	226.0
TMEM120A	225.0	367.0	210.0	373.0	186.0	222.0
TMEM120B	3294.0	1300.0	9751.0	6470.0	5561.0	8557.0
TMEM121B	10.0	32.0	31.0	57.0	62.0	54.0
TMEM123	10827.0	26763.0	20461.0	15958.0	16897.0	16812.0
TMEM126A	531.0	1600.0	1085.0	1376.0	1222.0	1158.0
TMEM126B	1233.0	3377.0	2759.0	2254.0	2078.0	2104.0
TMEM127	2517.0	7274.0	4886.0	4085.0	3642.0	3501.0
TMEM128	565.0	1483.0	1260.0	904.0	895.0	1012.0
TMEM129	9.0	10.0	23.0	12.0	3.0	2.0
TMEM131	4515.0	11764.0	9653.0	4003.0	4275.0	3961.0
TMEM131L	2.0	2.0	2.0	1776.0	636.0	471.0
TMEM132A	646.0	5714.0	4414.0	3462.0	3048.0	3105.0
TMEM134	723.0	1642.0	1443.0	1729.0	1484.0	1563.0
TMEM135	893.0	2636.0	2123.0	1820.0	1503.0	1831.0
TMEM138	812.0	2103.0	1664.0	2029.0	1701.0	1778.0
TMEM139	18.0	40.0	48.0	0.0	0.0	0.0
TMEM140	687.0	2410.0	1512.0	1533.0	1498.0	1502.0
TMEM141	719.0	2530.0	1245.0	1686.0	1251.0	1391.0
TMEM144	2.0	274.0	42.0	9.0	213.0	256.0
TMEM147	1765.0	4667.0	3159.0	4951.0	3957.0	3822.0
TMEM147-AS1	160.0	526.0	403.0	214.0	210.0	187.0
TMEM14A	279.0	921.0	698.0	816.0	874.0	940.0
TMEM14B	678.0	2285.0	1806.0	1251.0	1204.0	1218.0
TMEM14C_KZ208911.1_233799_242013	782.0	2363.0	1720.0	1701.0	1471.0	1602.0
TMEM14C_chr6_10722915_10731129	681.0	2108.0	1474.0	1474.0	1218.0	1368.0
TMEM14DP	18.0	34.0	17.0	4.0	17.0	19.0
TMEM150A	425.0	1162.0	654.0	809.0	721.0	641.0
TMEM151B	2.0	3.0	4.0	7.0	2.0	5.0
TMEM154	680.0	2147.0	1472.0	3237.0	2678.0	2659.0
TMEM156	2839.0	7668.0	6296.0	2021.0	2153.0	1825.0
TMEM158	583.0	2161.0	1541.0	1678.0	1826.0	1699.0
TMEM159	333.0	1065.0	709.0	539.0	598.0	590.0
TMEM160	181.0	838.0	631.0	912.0	710.0	645.0
TMEM161A	1857.0	4696.0	3606.0	4560.0	3678.0	3803.0
TMEM161B	1281.0	3924.0	3361.0	2006.0	2114.0	2022.0
TMEM161B-AS1	809.0	2456.0	2157.0	388.0	983.0	623.0
TMEM163	2.0	272.0	187.0	221.0	171.0	145.0
TMEM164	2489.0	6033.0	4760.0	4261.0	4181.0	3856.0
TMEM165	2836.0	7293.0	6569.0	6510.0	6262.0	6921.0
TMEM167A	4365.0	13944.0	11516.0	6913.0	7974.0	7988.0
TMEM167B	1465.0	4555.0	3438.0	2011.0	1935.0	1939.0
TMEM168	548.0	1263.0	1282.0	892.0	910.0	962.0
TMEM17	101.0	192.0	190.0	143.0	91.0	76.0
TMEM170A	983.0	2684.0	2235.0	1622.0	1664.0	1611.0
TMEM170B	174.0	407.0	311.0	190.0	172.0	0.0
TMEM171	88.0	151.0	159.0	204.0	191.0	205.0
TMEM175	286.0	1101.0	761.0	679.0	638.0	606.0
TMEM176A	2.0	0.0	0.0	0.0	0.0	0.0
TMEM177	491.0	1005.0	726.0	834.0	673.0	726.0
TMEM179B	539.0	1735.0	1044.0	1096.0	1255.0	459.0
TMEM18	542.0	2514.0	1854.0	2003.0	1854.0	1946.0
TMEM181	2928.0	7464.0	6572.0	3346.0	3341.0	2554.0
TMEM182	119.0	303.0	239.0	237.0	212.0	280.0
TMEM183A	1468.0	6018.0	4706.0	2384.0	3972.0	4071.0
TMEM183B	553.0	1461.0	1063.0	1262.0	1041.0	1031.0
TMEM184A	1436.0	4439.0	3189.0	1312.0	1304.0	1107.0
TMEM184B	2655.0	7624.0	5503.0	6198.0	5411.0	5499.0
TMEM184C	2425.0	6928.0	5050.0	4364.0	3978.0	4043.0
TMEM185A	625.0	1716.0	1287.0	1287.0	1072.0	1068.0
TMEM185B	1838.0	5177.0	3574.0	2072.0	2293.0	2071.0
TMEM186	535.0	1410.0	977.0	653.0	739.0	643.0
TMEM187	210.0	540.0	497.0	678.0	501.0	554.0
TMEM189	1370.0	4144.0	3087.0	1760.0	1659.0	1439.0
TMEM189-UBE2V1	598.0	941.0	1218.0	84.0	643.0	925.0
TMEM19	353.0	1068.0	813.0	1035.0	932.0	874.0
TMEM191A	48.0	169.0	92.0	287.0	97.0	203.0
TMEM192	835.0	4840.0	3718.0	1537.0	2223.0	1530.0
TMEM198B	355.0	914.0	1020.0	433.0	642.0	421.0
TMEM199	737.0	2270.0	1719.0	1265.0	1257.0	1198.0
TMEM200C	16.0	941.0	82.0	10.0	56.0	42.0
TMEM201	852.0	2390.0	1550.0	1421.0	1481.0	1355.0
TMEM202-AS1	10.0	36.0	21.0	16.0	17.0	14.0
TMEM203	426.0	625.0	1086.0	148.0	258.0	25.0
TMEM205	1974.0	5857.0	3881.0	3168.0	2883.0	2388.0
TMEM208	1026.0	3173.0	2204.0	2100.0	1984.0	1945.0
TMEM209	1612.0	3.0	3749.0	3147.0	3584.0	3667.0
TMEM214	2434.0	7884.0	4942.0	4150.0	4163.0	3676.0
TMEM216	499.0	1380.0	984.0	857.0	827.0	786.0
TMEM217	70.0	255.0	0.0	69.0	60.0	50.0
TMEM218	466.0	1157.0	545.0	413.0	540.0	652.0
TMEM219	982.0	2981.0	1922.0	2070.0	1564.0	1712.0
TMEM221	261.0	562.0	416.0	412.0	352.0	335.0
TMEM222	1687.0	5444.0	3740.0	3101.0	2990.0	2618.0
TMEM223	333.0	779.0	499.0	638.0	645.0	2102.0
TMEM225B	141.0	294.0	212.0	181.0	129.0	158.0
TMEM230	3838.0	11816.0	7976.0	7061.0	7527.0	7558.0
TMEM231	288.0	516.0	571.0	620.0	402.0	437.0
TMEM234	48.0	217.0	183.0	445.0	484.0	271.0
TMEM237	4.0	219.0	829.0	389.0	3.0	416.0
TMEM238	133.0	513.0	312.0	504.0	555.0	534.0
TMEM241	598.0	1343.0	825.0	774.0	658.0	517.0
TMEM242	710.0	1865.0	1268.0	1632.0	1244.0	1433.0
TMEM243	760.0	1964.0	1396.0	1444.0	1055.0	1186.0
TMEM245	6714.0	15271.0	13021.0	14467.0	14005.0	14027.0
TMEM248	1729.0	8266.0	5051.0	5016.0	5065.0	3828.0
TMEM249_KZ208914.1_82822_85517	41.0	81.0	79.0	48.0	8.0	30.0
TMEM249_chr8_144352219_144354914	26.0	81.0	75.0	42.0	8.0	30.0
TMEM25	42.0	425.0	326.0	56.0	94.0	202.0
TMEM250	3612.0	9011.0	6257.0	8799.0	6652.0	7321.0
TMEM251P1	1.0	4.0	1.0	0.0	2.0	0.0
TMEM251_KI270847.1_299513_301651	224.0	750.0	550.0	312.0	310.0	289.0
TMEM251_chr14_93184951_93187089	224.0	750.0	550.0	312.0	310.0	289.0
TMEM254	1789.0	4654.0	3653.0	2764.0	2304.0	2381.0
TMEM254-AS1	1.0	330.0	1.0	186.0	1.0	1.0
TMEM255B_chr13_113759226_113816995	148.0	414.0	363.0	458.0	434.0	304.0
TMEM256_KV575245.1_23432_24554	2.0	107.0	1.0	5.0	6.0	22.0
TMEM256_chr17_7402975_7404097	2.0	107.0	1.0	5.0	6.0	22.0
TMEM258	1921.0	5819.0	3756.0	3318.0	2854.0	2709.0
TMEM259	3361.0	9189.0	7700.0	6949.0	5995.0	6019.0
TMEM260	655.0	1581.0	1248.0	1564.0	1149.0	1273.0
TMEM262	55.0	367.0	181.0	24.0	10.0	113.0
TMEM263	3541.0	11116.0	9077.0	6313.0	6924.0	7084.0
TMEM265	1.0	3.0	2.0	3.0	1.0	1.0
TMEM266	12.0	49.0	35.0	5.0	22.0	4.0
TMEM267	549.0	1356.0	988.0	808.0	745.0	1000.0
TMEM268	1466.0	4361.0	3020.0	2035.0	1644.0	1520.0
TMEM30A	4515.0	13076.0	10134.0	7182.0	7949.0	7753.0
TMEM30B	374.0	1313.0	893.0	786.0	873.0	761.0
TMEM33	3725.0	9982.0	8225.0	6623.0	6498.0	6452.0
TMEM35B	219.0	690.0	389.0	266.0	268.0	378.0
TMEM38A	296.0	902.0	691.0	453.0	383.0	353.0
TMEM38B	1262.0	3327.0	2500.0	1442.0	1500.0	1503.0
TMEM39A	2714.0	9360.0	4279.0	2068.0	3427.0	3129.0
TMEM39B	503.0	1277.0	713.0	736.0	690.0	505.0
TMEM41A	1502.0	4188.0	3080.0	3391.0	3020.0	2974.0
TMEM41B	2087.0	5673.0	4973.0	3574.0	3662.0	3691.0
TMEM42_KN196475.1_387254_391020	47.0	174.0	166.0	137.0	127.0	124.0
TMEM42_chr3_44861904_44865670	47.0	174.0	168.0	137.0	127.0	124.0
TMEM43	5289.0	14521.0	10250.0	6899.0	6393.0	6075.0
TMEM44	431.0	464.0	599.0	171.0	259.0	268.0
TMEM44-AS1	74.0	134.0	97.0	10.0	18.0	10.0
TMEM45A	1310.0	4195.0	3147.0	1849.0	2066.0	2299.0
TMEM45B	718.0	2412.0	1411.0	1682.0	1892.0	1644.0
TMEM50A	2041.0	5952.0	4276.0	5302.0	4516.0	4900.0
TMEM50B_GL383581.2_27057_84140	364.0	1067.0	950.0	600.0	558.0	567.0
TMEM50B_chr21_33432485_33479974	357.0	1055.0	937.0	597.0	552.0	563.0
TMEM52	39.0	239.0	121.0	157.0	46.0	54.0
TMEM53	158.0	420.0	324.0	377.0	258.0	268.0
TMEM59	3439.0	11596.0	7780.0	5349.0	5743.0	5130.0
TMEM60	378.0	1119.0	821.0	487.0	511.0	523.0
TMEM62	70.0	11.0	3.0	6.0	6.0	34.0
TMEM63A	923.0	3151.0	2323.0	1455.0	1567.0	1451.0
TMEM63B	1132.0	3308.0	2410.0	1636.0	1431.0	1577.0
TMEM65	1814.0	4988.0	4606.0	2594.0	3119.0	3109.0
TMEM67	421.0	938.0	821.0	526.0	338.0	438.0
TMEM68	324.0	879.0	598.0	499.0	413.0	463.0
TMEM69	1215.0	3381.0	2222.0	1294.0	1402.0	1333.0
TMEM70	1101.0	3229.0	2189.0	2348.0	2102.0	2182.0
TMEM74	84.0	155.0	0.0	227.0	258.0	272.0
TMEM75	4.0	4.0	8.0	6.0	5.0	11.0
TMEM79	296.0	908.0	610.0	563.0	544.0	473.0
TMEM80	229.0	787.0	765.0	311.0	326.0	234.0
TMEM81	8.0	26.0	17.0	178.0	18.0	3.0
TMEM86A	171.0	534.0	445.0	100.0	0.0	65.0
TMEM87A	3658.0	5927.0	7770.0	7490.0	6744.0	6724.0
TMEM87B	1355.0	3381.0	2549.0	1975.0	1729.0	1722.0
TMEM88	9.0	27.0	0.0	0.0	0.0	0.0
TMEM9	2332.0	6547.0	4919.0	5870.0	4667.0	5471.0
TMEM92	203.0	560.0	304.0	162.0	163.0	157.0
TMEM94	1768.0	4605.0	3219.0	2271.0	1342.0	1829.0
TMEM97	971.0	2441.0	1811.0	2656.0	2326.0	2253.0
TMEM98	263.0	626.0	510.0	409.0	406.0	435.0
TMEM99	265.0	933.0	522.0	394.0	379.0	423.0
TMEM9B	1045.0	2963.0	2355.0	2084.0	2001.0	1912.0
TMEM9B-AS1	44.0	100.0	178.0	0.0	125.0	45.0
TMF1	2.0	716.0	11.0	4.0	263.0	2.0
TMOD2	1.0	487.0	470.0	508.0	503.0	462.0
TMOD3	1.0	6.0	13.0	201.0	642.0	30.0
TMOD4	4.0	19.0	16.0	9.0	1.0	2.0
TMPO	4535.0	6302.0	8739.0	7124.0	8260.0	8640.0
TMPRSS9	32.0	462.0	679.0	0.0	562.0	0.0
TMSB10	28971.0	83416.0	60090.0	11770.0	13862.0	12746.0
TMSB10P1	3.0	1.0	3.0	1.0	2.0	2.0
TMSB15B_chrX_103918896_103966712	32.0	35.0	70.0	52.0	25.0	0.0
TMSB15B_chrX_104063871_104076212	18.0	30.0	19.0	13.0	0.0	0.0
TMSB4X	18286.0	54943.0	40788.0	40552.0	35544.0	38835.0
TMSB4XP1	7.0	22.0	12.0	19.0	13.0	21.0
TMSB4XP2	4.0	15.0	5.0	8.0	8.0	19.0
TMSB4XP4	50.0	124.0	70.0	150.0	25.0	132.0
TMSB4XP8	192.0	584.0	454.0	510.0	491.0	485.0
TMTC1	4393.0	10276.0	8555.0	4193.0	5198.0	4922.0
TMTC2	810.0	2056.0	1320.0	1091.0	1027.0	788.0
TMTC3	820.0	2044.0	1359.0	992.0	1237.0	1218.0
TMTC4	423.0	341.0	732.0	667.0	504.0	610.0
TMUB1	1036.0	3202.0	2314.0	3585.0	2604.0	2840.0
TMUB2	1683.0	5043.0	3540.0	1524.0	1650.0	1517.0
TMX1	3123.0	7999.0	6902.0	5858.0	6772.0	6823.0
TMX2	32.0	217.0	165.0	108.0	103.0	48.0
TMX2P1	135.0	276.0	213.0	227.0	194.0	3.0
TMX3	3749.0	10598.0	7874.0	4976.0	5212.0	4979.0
TNC	297.0	566.0	57.0	544.0	296.0	120.0
TNFAIP1	1217.0	3990.0	2883.0	3116.0	2958.0	2875.0
TNFAIP3	390.0	1131.0	1353.0	1278.0	1299.0	1309.0
TNFAIP6	543.0	1940.0	1447.0	1727.0	1777.0	1905.0
TNFAIP8	177.0	520.0	404.0	385.0	314.0	336.0
TNFAIP8L1	141.0	406.0	348.0	319.0	253.0	284.0
TNFRSF10A	1382.0	3458.0	2667.0	2364.0	2334.0	2077.0
TNFRSF10B	7212.0	19867.0	16217.0	11036.0	10444.0	10160.0
TNFRSF11A	636.0	1263.0	1212.0	1020.0	872.0	1031.0
TNFRSF12A	3405.0	10251.0	7997.0	12430.0	10359.0	10609.0
TNFRSF18	55.0	170.0	126.0	56.0	93.0	82.0
TNFRSF1A	3815.0	10533.0	8127.0	8091.0	6980.0	7134.0
TNFRSF21	8898.0	20013.0	16054.0	13972.0	12875.0	12873.0
TNFRSF25	7.0	56.0	69.0	41.0	71.0	10.0
TNFSF12	10.0	96.0	0.0	74.0	0.0	62.0
TNFSF15	7.0	561.0	405.0	505.0	480.0	454.0
TNFSF18	44.0	152.0	135.0	61.0	26.0	93.0
TNFSF4	9.0	0.0	2.0	126.0	0.0	0.0
TNFSF9	781.0	3740.0	2181.0	2336.0	2492.0	2129.0
TNIK	1002.0	3158.0	2627.0	2985.0	2758.0	2536.0
TNIP1	3337.0	9318.0	7212.0	5077.0	4767.0	5044.0
TNIP2	1917.0	5309.0	3905.0	1871.0	1374.0	1634.0
TNK1_KV575245.1_991_10231	2.0	18.0	33.0	20.0	3.0	1.0
TNK1_chr17_7380534_7389774	2.0	18.0	33.0	20.0	3.0	1.0
TNK2	1117.0	2649.0	2733.0	3206.0	2460.0	2441.0
TNKS1BP1	4232.0	10595.0	8610.0	4052.0	3607.0	3726.0
TNKS2	2561.0	7233.0	5569.0	4316.0	4366.0	4056.0
TNKS_chr8_9555912_9782346	1011.0	2606.0	2094.0	1239.0	1178.0	1122.0
TNNC1	2.0	0.0	0.0	0.0	6.0	2.0
TNNI3	22.0	18.0	53.0	79.0	31.0	68.0
TNNT1	3872.0	10565.0	6683.0	4047.0	3857.0	4017.0
TNPO1	12839.0	32154.0	20540.0	14338.0	13278.0	17835.0
TNPO1P1	1.0	4.0	3.0	1.0	6.0	8.0
TNPO1P2_KV766198.1_230370_233034	6.0	13.0	11.0	10.0	13.0	8.0
TNPO1P2_chr17_18460391_18463055	6.0	13.0	11.0	10.0	13.0	8.0
TNPO1P3	3.0	8.0	12.0	8.0	7.0	14.0
TNPO2	1130.0	2920.0	2279.0	1711.0	1849.0	2459.0
TNPO3	5100.0	14827.0	10925.0	4644.0	4159.0	4036.0
TNRC18	3560.0	10193.0	7462.0	6011.0	4512.0	4592.0
TNRC6A	2457.0	5117.0	3884.0	3063.0	3116.0	3228.0
TNRC6B	6.0	926.0	863.0	1969.0	2026.0	1467.0
TNRC6C	1.0	112.0	3.0	5.0	15.0	15.0
TNRC6C-AS1	22.0	16.0	64.0	8.0	36.0	7.0
TNS2	10.0	207.0	213.0	296.0	64.0	12.0
TNS3	1184.0	3706.0	3056.0	1453.0	1428.0	1371.0
TNS4	1166.0	2076.0	2542.0	2211.0	2120.0	1900.0
TNXB_GL000250.2_3406268_3418718	47.0	104.0	98.0	29.0	81.0	59.0
TNXB_GL000251.2_3479477_3555943	25.0	82.0	6.0	66.0	47.0	37.0
TNXB_GL000252.2_3282563_3358976	148.0	546.0	9.0	847.0	105.0	5.0
TNXB_GL000253.2_3369799_3403206	3.0	445.0	3.0	1.0	280.0	3.0
TNXB_GL000254.2_3383188_3459630	326.0	637.0	4.0	334.0	102.0	4.0
TNXB_GL000255.2_3264389_3309322	22.0	1.0	1.0	40.0	43.0	34.0
TNXB_GL000256.2_3342342_3369188	253.0	741.0	1.0	439.0	1.0	1.0
TNXB_chr6_32041153_32115334	25.0	8.0	5.0	44.0	144.0	38.0
TOB1	2537.0	6812.0	4880.0	3711.0	3762.0	3752.0
TOB2	1609.0	4440.0	3229.0	3353.0	3156.0	2923.0
TOE1	385.0	0.0	0.0	523.0	1.0	0.0
TOLLIP	2392.0	6686.0	4966.0	4479.0	4189.0	4070.0
TOLLIP-AS1	19.0	63.0	37.0	44.0	34.0	24.0
TOM1	470.0	1774.0	1191.0	1155.0	1055.0	1048.0
TOM1L1	2346.0	7724.0	6377.0	4243.0	2852.0	3682.0
TOM1L2	1561.0	4131.0	3075.0	2288.0	2113.0	1827.0
TOMM20	5263.0	13679.0	9415.0	6867.0	6906.0	7319.0
TOMM20P1	2.0	6.0	9.0	5.0	7.0	4.0
TOMM20P4	45.0	97.0	84.0	40.0	44.0	39.0
TOMM22	2806.0	7426.0	5144.0	6452.0	5739.0	5923.0
TOMM34	3420.0	10157.0	6994.0	6066.0	6078.0	5466.0
TOMM40	2457.0	6976.0	4712.0	4852.0	4563.0	4472.0
TOMM40L	576.0	1314.0	905.0	980.0	929.0	1003.0
TOMM40P1	44.0	94.0	70.0	89.0	95.0	77.0
TOMM40P2	50.0	167.0	104.0	147.0	124.0	114.0
TOMM40P4_KI270768.1_26217_27243	22.0	54.0	37.0	35.0	35.0	25.0
TOMM40P4_chr2_131723253_131724279	22.0	54.0	37.0	36.0	35.0	25.0
TOMM7	2846.0	7735.0	5549.0	4082.0	3692.0	4218.0
TOMM70	9479.0	23373.0	16921.0	9960.0	9810.0	9315.0
TONSL	139.0	2065.0	1726.0	1389.0	736.0	1047.0
TOP 1.00	12364.0	29609.0	23639.0	7585.0	7346.0	7523.0
TOP1MT	1751.0	4178.0	2819.0	1558.0	1866.0	1826.0
TOP2A	5527.0	12968.0	9968.0	5878.0	7260.0	7309.0
TOP2B	4878.0	12425.0	9827.0	8933.0	8879.0	9933.0
TOP3A_KV766198.1_31802_75381	536.0	1422.0	1034.0	984.0	997.0	866.0
TOP3A_chr17_18271428_18315007	535.0	1424.0	1036.0	984.0	998.0	866.0
TOP3BP1	28.0	87.0	69.0	99.0	79.0	77.0
TOPBP1	1930.0	4855.0	3873.0	2517.0	3092.0	3032.0
TOR1A	1510.0	3317.0	2771.0	2280.0	1363.0	1996.0
TOR1AIP1	1106.0	3087.0	2283.0	1563.0	1441.0	1407.0
TOR1AIP2	666.0	2460.0	2378.0	2414.0	2215.0	1877.0
TOR1B	1217.0	2885.0	2369.0	2015.0	1556.0	1681.0
TOR2A	325.0	693.0	523.0	666.0	562.0	529.0
TOR3A	642.0	1670.0	1229.0	1077.0	935.0	935.0
TOR4A	1167.0	2756.0	2569.0	1529.0	1102.0	1668.0
TOX2	1595.0	4294.0	3135.0	2244.0	1907.0	1844.0
TOX4	3618.0	11230.0	7765.0	6093.0	5445.0	5612.0
TOX4P1	15.0	27.0	18.0	9.0	13.0	15.0
TP53	51.0	343.0	185.0	77.0	154.0	150.0
TP53BP1	141.0	63.0	506.0	3254.0	75.0	92.0
TP53BP2	2262.0	6002.0	4947.0	3547.0	3784.0	3516.0
TP53I13	318.0	1214.0	832.0	656.0	687.0	788.0
TP53I3	263.0	881.0	692.0	952.0	720.0	881.0
TP53RK	883.0	2389.0	1640.0	2084.0	1925.0	1758.0
TP53TG1	144.0	356.0	229.0	153.0	144.0	201.0
TP73-AS1	698.0	1947.0	1563.0	944.0	907.0	888.0
TPBG_KQ090016.1_233021_240643	1524.0	5315.0	3907.0	5332.0	4681.0	4736.0
TPBG_chr6_82363206_82367420	1478.0	5170.0	3787.0	5208.0	4540.0	4594.0
TPCN1	2341.0	6033.0	4870.0	3746.0	3350.0	2973.0
TPCN2	2.0	62.0	398.0	1.0	163.0	58.0
TPD52	5091.0	15581.0	11761.0	6768.0	6433.0	7511.0
TPD52L1	1880.0	5268.0	3539.0	2791.0	2497.0	2543.0
TPD52L2	10298.0	27881.0	20670.0	11531.0	9693.0	10249.0
TPGS1	142.0	677.0	441.0	733.0	515.0	583.0
TPGS2	1172.0	2678.0	2278.0	2704.0	2358.0	2762.0
TPI1	17887.0	51369.0	38151.0	43365.0	42002.0	46298.0
TPI1P1	345.0	837.0	700.0	768.0	706.0	801.0
TPI1P2	11.0	42.0	37.0	13.0	13.0	12.0
TPI1P3	1.0	5.0	6.0	7.0	8.0	9.0
TPK1	263.0	734.0	554.0	876.0	632.0	765.0
TPM1	1368.0	4028.0	3071.0	1864.0	1772.0	1777.0
TPM1-AS	13.0	30.0	39.0	7.0	8.0	17.0
TPM2	300.0	708.0	707.0	455.0	429.0	364.0
TPM3	13144.0	36048.0	26108.0	5451.0	6008.0	5931.0
TPM3P3	1.0	0.0	0.0	0.0	0.0	0.0
TPM3P8	12.0	21.0	15.0	4.0	6.0	6.0
TPM3P9	8.0	7.0	9.0	15.0	18.0	20.0
TPM4	23184.0	65176.0	48743.0	22009.0	22239.0	23063.0
TPMT	1740.0	4739.0	3659.0	3895.0	3773.0	3906.0
TPMTP1	9.0	8.0	10.0	4.0	11.0	10.0
TPMTP2	2.0	0.0	0.0	0.0	0.0	0.0
TPP1	5264.0	8123.0	11119.0	6508.0	3192.0	8410.0
TPP2	2483.0	4207.0	5181.0	2774.0	2825.0	2490.0
TPR	6.0	6042.0	6984.0	997.0	1813.0	4356.0
TPRA1	780.0	2447.0	1626.0	2012.0	1614.0	1551.0
TPRG1L	2859.0	7709.0	5527.0	2030.0	1972.0	1976.0
TPRKB	973.0	2817.0	2190.0	1570.0	1658.0	1713.0
TPRN	728.0	1505.0	1361.0	844.0	602.0	586.0
TPST1	141.0	440.0	543.0	418.0	410.0	427.0
TPST2	283.0	700.0	664.0	432.0	346.0	338.0
TPT1	69805.0	187632.0	134717.0	99697.0	92905.0	94455.0
TPT1-AS1	45.0	710.0	656.0	59.0	1060.0	82.0
TPT1P4	42.0	107.0	81.0	54.0	58.0	46.0
TPT1P6	10.0	11.0	12.0	9.0	3.0	9.0
TPT1P9	81.0	217.0	142.0	148.0	125.0	147.0
TPTE2P5	22.0	0.0	0.0	34.0	0.0	13.0
TPTE2P6	4147.0	11336.0	7607.0	6623.0	6126.0	5994.0
TPTEP2	30.0	62.0	102.0	41.0	43.0	45.0
TPX2	3364.0	8810.0	6660.0	6197.0	6475.0	6541.0
TRA2A	1845.0	5033.0	4120.0	2677.0	2514.0	2458.0
TRA2B	5746.0	15132.0	12336.0	7312.0	6202.0	7505.0
TRABD	1646.0	4360.0	3383.0	2967.0	2673.0	2362.0
TRADD	339.0	1096.0	909.0	651.0	467.0	541.0
TRAF2	837.0	2485.0	1638.0	2268.0	2116.0	2180.0
TRAF3	2586.0	6697.0	5276.0	5322.0	4959.0	4888.0
TRAF3IP1	731.0	1980.0	1320.0	745.0	837.0	797.0
TRAF3IP2	446.0	1473.0	1054.0	1174.0	963.0	954.0
TRAF4	1203.0	3817.0	2719.0	1100.0	916.0	978.0
TRAF5	30.0	368.0	668.0	688.0	568.0	721.0
TRAF6	919.0	2481.0	1815.0	2062.0	1660.0	1730.0
TRAF6P1	1.0	12.0	3.0	9.0	6.0	12.0
TRAF7	3344.0	10000.0	6512.0	6084.0	5828.0	5372.0
